RKDN=2.63e-05   RKDX=4.93e-04   TENTR=6.94e-06   TENTRX=1.18e-04   VVX=-4.58e+01   RAUTEFR=1.03e-03   RAUTEFS=4.63e-03   RQICRMIN=1.85e-07   RQICRMAX=2.16e-05   RQLCR=4.53e-04   TFVI=1.64e-01   TFVL=6.52e-02   RACCEF=1.38e+00   RRIMEF=1.67e+00   RAGGEF=9.13e-01   REVASX=1.49e-07   RREVASXCS=6.23e-01   RSWINHF_LIQ=5.05e-01   RSWINHF_ICE=7.88e-01   RLWINHF_LIQ=5.12e-01   RLWINHF_ICE=6.31e-01   
RKDN=3.37e-05   RKDX=7.21e-05   TENTR=1.24e-05   TENTRX=5.43e-05   VVX=-3.37e+01   RAUTEFR=3.11e-03   RAUTEFS=1.57e-03   RQICRMIN=7.24e-08   RQICRMAX=1.79e-05   RQLCR=6.03e-04   TFVI=6.83e-02   TFVL=2.02e-02   RACCEF=1.33e+00   RRIMEF=1.71e+00   RAGGEF=9.99e-01   REVASX=4.28e-07   RREVASXCS=7.70e-01   RSWINHF_LIQ=5.60e-01   RSWINHF_ICE=8.94e-01   RLWINHF_LIQ=8.43e-01   RLWINHF_ICE=8.15e-01   
RKDN=4.64e-05   RKDX=2.58e-04   TENTR=1.95e-05   TENTRX=9.97e-05   VVX=-2.02e+01   RAUTEFR=3.29e-03   RAUTEFS=3.64e-03   RQICRMIN=2.95e-07   RQICRMAX=1.14e-05   RQLCR=8.35e-04   TFVI=7.55e-02   TFVL=1.96e-01   RACCEF=9.70e-01   RRIMEF=1.43e+00   RAGGEF=4.14e-01   REVASX=7.46e-07   RREVASXCS=6.53e-01   RSWINHF_LIQ=8.46e-01   RSWINHF_ICE=6.59e-01   RLWINHF_LIQ=8.57e-01   RLWINHF_ICE=5.58e-01   
RKDN=3.54e-05   RKDX=9.34e-04   TENTR=6.08e-06   TENTRX=4.96e-05   VVX=-3.17e+01   RAUTEFR=5.18e-03   RAUTEFS=5.21e-03   RQICRMIN=2.75e-07   RQICRMAX=2.82e-05   RQLCR=1.70e-04   TFVI=4.91e-02   TFVL=1.65e-01   RACCEF=8.16e-01   RRIMEF=1.80e+00   RAGGEF=1.80e-01   REVASX=4.65e-07   RREVASXCS=6.59e-01   RSWINHF_LIQ=7.34e-01   RSWINHF_ICE=8.71e-01   RLWINHF_LIQ=5.17e-01   RLWINHF_ICE=7.47e-01   
RKDN=4.67e-05   RKDX=7.23e-04   TENTR=1.50e-05   TENTRX=1.48e-04   VVX=-4.53e+01   RAUTEFR=3.97e-03   RAUTEFS=2.66e-03   RQICRMIN=1.19e-07   RQICRMAX=2.98e-05   RQLCR=4.55e-04   TFVI=3.86e-02   TFVL=5.85e-03   RACCEF=1.17e+00   RRIMEF=6.98e-01   RAGGEF=2.47e-01   REVASX=5.74e-07   RREVASXCS=3.32e-01   RSWINHF_LIQ=5.75e-01   RSWINHF_ICE=6.57e-01   RLWINHF_LIQ=8.49e-01   RLWINHF_ICE=9.71e-01   
RKDN=4.57e-05   RKDX=8.00e-04   TENTR=4.88e-06   TENTRX=1.26e-04   VVX=-2.73e+01   RAUTEFR=1.77e-03   RAUTEFS=3.90e-03   RQICRMIN=2.03e-07   RQICRMAX=3.08e-05   RQLCR=2.32e-04   TFVI=7.16e-02   TFVL=1.31e-01   RACCEF=7.44e-01   RRIMEF=8.26e-01   RAGGEF=2.40e-01   REVASX=4.56e-07   RREVASXCS=7.76e-01   RSWINHF_LIQ=9.83e-01   RSWINHF_ICE=8.54e-01   RLWINHF_LIQ=9.58e-01   RLWINHF_ICE=9.18e-01   
RKDN=3.72e-05   RKDX=2.93e-04   TENTR=1.85e-05   TENTRX=4.60e-05   VVX=-4.54e+01   RAUTEFR=5.70e-03   RAUTEFS=4.83e-03   RQICRMIN=1.38e-07   RQICRMAX=3.45e-05   RQLCR=6.73e-05   TFVI=1.08e-01   TFVL=1.79e-01   RACCEF=6.27e-01   RRIMEF=1.11e+00   RAGGEF=8.21e-01   REVASX=4.03e-07   RREVASXCS=8.57e-01   RSWINHF_LIQ=5.98e-01   RSWINHF_ICE=9.02e-01   RLWINHF_LIQ=8.27e-01   RLWINHF_ICE=6.33e-01   
RKDN=4.75e-05   RKDX=2.79e-04   TENTR=9.15e-06   TENTRX=8.27e-05   VVX=-4.65e+01   RAUTEFR=1.72e-03   RAUTEFS=5.92e-03   RQICRMIN=3.00e-07   RQICRMAX=3.81e-05   RQLCR=7.40e-05   TFVI=1.97e-01   TFVL=1.05e-01   RACCEF=1.37e+00   RRIMEF=1.90e+00   RAGGEF=4.01e-01   REVASX=4.77e-07   RREVASXCS=4.28e-01   RSWINHF_LIQ=8.90e-01   RSWINHF_ICE=6.23e-01   RLWINHF_LIQ=9.81e-01   RLWINHF_ICE=5.51e-01   
RKDN=4.60e-05   RKDX=9.12e-04   TENTR=6.41e-06   TENTRX=1.03e-04   VVX=-3.75e+01   RAUTEFR=4.03e-03   RAUTEFS=5.18e-03   RQICRMIN=2.80e-07   RQICRMAX=2.60e-05   RQLCR=8.91e-04   TFVI=5.18e-02   TFVL=1.45e-01   RACCEF=1.30e+00   RRIMEF=1.48e+00   RAGGEF=1.37e+00   REVASX=8.37e-07   RREVASXCS=6.66e-01   RSWINHF_LIQ=8.97e-01   RSWINHF_ICE=5.14e-01   RLWINHF_LIQ=7.47e-01   RLWINHF_ICE=8.91e-01   
RKDN=3.87e-05   RKDX=4.87e-04   TENTR=1.24e-05   TENTRX=9.48e-05   VVX=-2.46e+01   RAUTEFR=2.31e-03   RAUTEFS=1.24e-03   RQICRMIN=1.32e-07   RQICRMAX=1.80e-05   RQLCR=8.24e-04   TFVI=1.78e-01   TFVL=1.87e-02   RACCEF=1.13e+00   RRIMEF=1.32e+00   RAGGEF=1.39e+00   REVASX=9.78e-07   RREVASXCS=8.75e-01   RSWINHF_LIQ=7.90e-01   RSWINHF_ICE=9.43e-01   RLWINHF_LIQ=7.59e-01   RLWINHF_ICE=8.79e-01   
RKDN=4.38e-05   RKDX=7.95e-04   TENTR=1.99e-05   TENTRX=9.52e-05   VVX=-3.78e+01   RAUTEFR=3.35e-03   RAUTEFS=2.61e-03   RQICRMIN=2.61e-07   RQICRMAX=4.09e-05   RQLCR=4.60e-04   TFVI=6.58e-02   TFVL=9.67e-02   RACCEF=1.35e+00   RRIMEF=1.05e+00   RAGGEF=1.09e+00   REVASX=9.59e-07   RREVASXCS=1.43e-01   RSWINHF_LIQ=7.89e-01   RSWINHF_ICE=8.89e-01   RLWINHF_LIQ=6.21e-01   RLWINHF_ICE=9.74e-01   
RKDN=2.35e-05   RKDX=5.33e-05   TENTR=1.32e-05   TENTRX=1.40e-04   VVX=-4.07e+01   RAUTEFR=2.88e-03   RAUTEFS=3.75e-03   RQICRMIN=3.27e-08   RQICRMAX=3.94e-05   RQLCR=7.02e-04   TFVI=1.25e-02   TFVL=7.37e-02   RACCEF=1.17e+00   RRIMEF=1.80e+00   RAGGEF=5.25e-01   REVASX=2.77e-07   RREVASXCS=9.48e-01   RSWINHF_LIQ=7.58e-01   RSWINHF_ICE=6.72e-01   RLWINHF_LIQ=9.68e-01   RLWINHF_ICE=9.85e-01   
RKDN=2.43e-05   RKDX=8.10e-05   TENTR=9.02e-06   TENTRX=1.24e-04   VVX=-4.09e+01   RAUTEFR=5.97e-03   RAUTEFS=5.59e-03   RQICRMIN=2.66e-07   RQICRMAX=4.19e-05   RQLCR=9.01e-04   TFVI=1.19e-01   TFVL=1.59e-01   RACCEF=9.83e-01   RRIMEF=1.51e+00   RAGGEF=1.25e+00   REVASX=9.46e-08   RREVASXCS=7.00e-01   RSWINHF_LIQ=6.18e-01   RSWINHF_ICE=9.66e-01   RLWINHF_LIQ=9.12e-01   RLWINHF_ICE=5.54e-01   
RKDN=4.33e-05   RKDX=3.84e-04   TENTR=5.58e-06   TENTRX=1.00e-04   VVX=-4.81e+01   RAUTEFR=2.74e-03   RAUTEFS=2.94e-03   RQICRMIN=1.70e-07   RQICRMAX=4.79e-05   RQLCR=6.00e-04   TFVI=4.77e-02   TFVL=1.63e-01   RACCEF=1.22e+00   RRIMEF=1.87e+00   RAGGEF=3.12e-01   REVASX=6.83e-07   RREVASXCS=7.98e-03   RSWINHF_LIQ=8.69e-01   RSWINHF_ICE=7.03e-01   RLWINHF_LIQ=8.17e-01   RLWINHF_ICE=9.36e-01   
RKDN=4.53e-05   RKDX=1.08e-04   TENTR=1.69e-05   TENTRX=9.25e-05   VVX=-3.99e+01   RAUTEFR=9.37e-04   RAUTEFS=8.77e-04   RQICRMIN=6.74e-08   RQICRMAX=2.46e-05   RQLCR=3.13e-04   TFVI=8.49e-02   TFVL=6.96e-03   RACCEF=6.71e-01   RRIMEF=1.66e+00   RAGGEF=8.62e-01   REVASX=6.38e-07   RREVASXCS=6.15e-01   RSWINHF_LIQ=7.71e-01   RSWINHF_ICE=5.28e-01   RLWINHF_LIQ=6.91e-01   RLWINHF_ICE=5.70e-01   
RKDN=3.08e-05   RKDX=4.34e-04   TENTR=7.05e-06   TENTRX=8.76e-05   VVX=-2.75e+01   RAUTEFR=4.19e-03   RAUTEFS=5.55e-03   RQICRMIN=1.28e-07   RQICRMAX=2.68e-05   RQLCR=4.80e-04   TFVI=1.93e-01   TFVL=1.21e-01   RACCEF=1.16e+00   RRIMEF=1.01e+00   RAGGEF=8.91e-01   REVASX=1.71e-07   RREVASXCS=4.26e-02   RSWINHF_LIQ=6.90e-01   RSWINHF_ICE=8.74e-01   RLWINHF_LIQ=6.65e-01   RLWINHF_ICE=6.70e-01   
RKDN=2.45e-05   RKDX=3.61e-04   TENTR=1.63e-05   TENTRX=7.14e-05   VVX=-4.41e+01   RAUTEFR=2.09e-03   RAUTEFS=5.70e-03   RQICRMIN=7.91e-08   RQICRMAX=2.55e-05   RQLCR=4.67e-04   TFVI=1.89e-01   TFVL=1.12e-02   RACCEF=1.12e+00   RRIMEF=1.47e+00   RAGGEF=8.69e-01   REVASX=8.26e-07   RREVASXCS=4.59e-01   RSWINHF_LIQ=6.28e-01   RSWINHF_ICE=9.94e-01   RLWINHF_LIQ=9.44e-01   RLWINHF_ICE=8.03e-01   
RKDN=4.89e-05   RKDX=4.45e-04   TENTR=1.15e-05   TENTRX=7.49e-05   VVX=-3.38e+01   RAUTEFR=1.87e-03   RAUTEFS=3.30e-03   RQICRMIN=4.05e-08   RQICRMAX=4.18e-05   RQLCR=9.19e-05   TFVI=1.46e-02   TFVL=1.50e-01   RACCEF=5.08e-01   RRIMEF=9.14e-01   RAGGEF=1.26e+00   REVASX=9.75e-07   RREVASXCS=6.97e-01   RSWINHF_LIQ=7.82e-01   RSWINHF_ICE=7.22e-01   RLWINHF_LIQ=7.57e-01   RLWINHF_ICE=9.94e-01   
RKDN=4.31e-05   RKDX=5.23e-04   TENTR=7.35e-06   TENTRX=1.08e-04   VVX=-2.89e+01   RAUTEFR=1.98e-03   RAUTEFS=3.03e-03   RQICRMIN=2.93e-07   RQICRMAX=3.96e-05   RQLCR=8.09e-04   TFVI=1.02e-01   TFVL=1.26e-01   RACCEF=1.20e+00   RRIMEF=5.40e-01   RAGGEF=1.43e+00   REVASX=5.07e-07   RREVASXCS=6.15e-01   RSWINHF_LIQ=7.55e-01   RSWINHF_ICE=8.49e-01   RLWINHF_LIQ=7.07e-01   RLWINHF_ICE=6.83e-01   
RKDN=3.93e-05   RKDX=1.92e-04   TENTR=1.18e-05   TENTRX=1.06e-04   VVX=-4.01e+01   RAUTEFR=3.69e-03   RAUTEFS=1.81e-03   RQICRMIN=3.73e-08   RQICRMAX=3.42e-05   RQLCR=7.62e-04   TFVI=1.73e-01   TFVL=2.81e-02   RACCEF=7.24e-01   RRIMEF=6.55e-01   RAGGEF=1.42e-01   REVASX=2.78e-08   RREVASXCS=2.92e-01   RSWINHF_LIQ=7.73e-01   RSWINHF_ICE=5.85e-01   RLWINHF_LIQ=5.71e-01   RLWINHF_ICE=8.46e-01   
RKDN=4.49e-05   RKDX=5.39e-04   TENTR=1.55e-05   TENTRX=1.14e-04   VVX=-2.83e+01   RAUTEFR=1.58e-03   RAUTEFS=3.71e-03   RQICRMIN=1.64e-07   RQICRMAX=1.49e-05   RQLCR=8.68e-04   TFVI=1.62e-01   TFVL=1.37e-01   RACCEF=1.27e+00   RRIMEF=7.63e-01   RAGGEF=1.97e-01   REVASX=1.99e-07   RREVASXCS=4.64e-01   RSWINHF_LIQ=9.73e-01   RSWINHF_ICE=9.33e-01   RLWINHF_LIQ=7.98e-01   RLWINHF_ICE=6.29e-01   
RKDN=2.28e-05   RKDX=2.90e-04   TENTR=6.05e-06   TENTRX=5.99e-05   VVX=-3.65e+01   RAUTEFR=1.22e-03   RAUTEFS=5.63e-03   RQICRMIN=2.22e-07   RQICRMAX=1.56e-05   RQLCR=2.99e-04   TFVI=3.80e-02   TFVL=7.63e-02   RACCEF=1.41e+00   RRIMEF=1.17e+00   RAGGEF=5.74e-01   REVASX=2.06e-07   RREVASXCS=4.31e-01   RSWINHF_LIQ=6.01e-01   RSWINHF_ICE=5.05e-01   RLWINHF_LIQ=7.15e-01   RLWINHF_ICE=6.02e-01   
RKDN=2.96e-05   RKDX=4.90e-04   TENTR=1.94e-05   TENTRX=7.55e-05   VVX=-2.36e+01   RAUTEFR=5.61e-03   RAUTEFS=2.90e-03   RQICRMIN=2.96e-07   RQICRMAX=3.59e-05   RQLCR=3.38e-04   TFVI=9.08e-02   TFVL=4.45e-02   RACCEF=5.58e-01   RRIMEF=1.27e+00   RAGGEF=1.15e-01   REVASX=6.87e-07   RREVASXCS=4.04e-01   RSWINHF_LIQ=9.22e-01   RSWINHF_ICE=9.37e-01   RLWINHF_LIQ=5.96e-01   RLWINHF_ICE=9.22e-01   
RKDN=4.05e-05   RKDX=5.52e-04   TENTR=1.71e-05   TENTRX=8.33e-05   VVX=-3.33e+01   RAUTEFR=2.59e-03   RAUTEFS=7.89e-04   RQICRMIN=5.62e-08   RQICRMAX=3.11e-05   RQLCR=9.85e-04   TFVI=2.09e-02   TFVL=1.47e-01   RACCEF=1.14e+00   RRIMEF=6.63e-01   RAGGEF=1.03e+00   REVASX=7.04e-08   RREVASXCS=4.71e-01   RSWINHF_LIQ=8.94e-01   RSWINHF_ICE=5.99e-01   RLWINHF_LIQ=7.83e-01   RLWINHF_ICE=7.28e-01   
RKDN=3.55e-05   RKDX=5.47e-04   TENTR=1.75e-05   TENTRX=9.72e-05   VVX=-2.61e+01   RAUTEFR=4.65e-03   RAUTEFS=2.88e-03   RQICRMIN=2.81e-07   RQICRMAX=4.94e-05   RQLCR=4.13e-04   TFVI=9.87e-02   TFVL=6.91e-02   RACCEF=1.32e+00   RRIMEF=1.92e+00   RAGGEF=1.17e+00   REVASX=9.94e-08   RREVASXCS=3.69e-01   RSWINHF_LIQ=5.28e-01   RSWINHF_ICE=9.57e-01   RLWINHF_LIQ=6.23e-01   RLWINHF_ICE=5.05e-01   
RKDN=3.18e-05   RKDX=2.19e-04   TENTR=6.23e-06   TENTRX=1.13e-04   VVX=-4.32e+01   RAUTEFR=5.81e-03   RAUTEFS=1.89e-03   RQICRMIN=2.29e-07   RQICRMAX=1.13e-05   RQLCR=2.75e-04   TFVI=6.80e-02   TFVL=8.68e-02   RACCEF=7.76e-01   RRIMEF=1.24e+00   RAGGEF=2.28e-01   REVASX=2.27e-07   RREVASXCS=4.96e-01   RSWINHF_LIQ=9.08e-01   RSWINHF_ICE=5.44e-01   RLWINHF_LIQ=5.73e-01   RLWINHF_ICE=9.50e-01   
RKDN=4.29e-05   RKDX=8.62e-04   TENTR=1.53e-05   TENTRX=1.09e-04   VVX=-3.21e+01   RAUTEFR=6.23e-04   RAUTEFS=4.73e-03   RQICRMIN=4.39e-08   RQICRMAX=1.71e-05   RQLCR=5.37e-04   TFVI=1.69e-01   TFVL=1.61e-02   RACCEF=8.10e-01   RRIMEF=8.80e-01   RAGGEF=6.10e-01   REVASX=3.65e-07   RREVASXCS=3.98e-01   RSWINHF_LIQ=6.16e-01   RSWINHF_ICE=8.83e-01   RLWINHF_LIQ=5.20e-01   RLWINHF_ICE=5.23e-01   
RKDN=2.76e-05   RKDX=3.74e-04   TENTR=1.87e-05   TENTRX=7.32e-05   VVX=-2.39e+01   RAUTEFR=1.10e-03   RAUTEFS=2.49e-03   RQICRMIN=1.40e-07   RQICRMAX=1.87e-05   RQLCR=9.50e-04   TFVI=1.25e-01   TFVL=1.21e-02   RACCEF=1.44e+00   RRIMEF=1.74e+00   RAGGEF=4.81e-01   REVASX=3.70e-07   RREVASXCS=7.88e-01   RSWINHF_LIQ=8.78e-01   RSWINHF_ICE=6.07e-01   RLWINHF_LIQ=5.41e-01   RLWINHF_ICE=6.82e-01   
RKDN=4.94e-05   RKDX=6.92e-04   TENTR=6.25e-06   TENTRX=6.19e-05   VVX=-3.44e+01   RAUTEFR=2.32e-03   RAUTEFS=2.31e-03   RQICRMIN=4.20e-08   RQICRMAX=3.12e-05   RQLCR=1.76e-04   TFVI=1.23e-01   TFVL=1.45e-01   RACCEF=1.24e+00   RRIMEF=5.93e-01   RAGGEF=1.32e+00   REVASX=1.60e-07   RREVASXCS=2.21e-03   RSWINHF_LIQ=9.52e-01   RSWINHF_ICE=8.68e-01   RLWINHF_LIQ=5.61e-01   RLWINHF_ICE=9.99e-01   
RKDN=3.15e-05   RKDX=5.41e-04   TENTR=5.77e-06   TENTRX=7.86e-05   VVX=-2.50e+01   RAUTEFR=3.21e-03   RAUTEFS=5.50e-03   RQICRMIN=1.37e-07   RQICRMAX=1.67e-05   RQLCR=9.07e-04   TFVI=1.56e-01   TFVL=1.29e-01   RACCEF=8.99e-01   RRIMEF=1.29e+00   RAGGEF=1.10e+00   REVASX=3.20e-07   RREVASXCS=2.47e-01   RSWINHF_LIQ=7.75e-01   RSWINHF_ICE=6.02e-01   RLWINHF_LIQ=6.67e-01   RLWINHF_ICE=9.25e-01   
RKDN=3.05e-05   RKDX=2.77e-04   TENTR=1.76e-05   TENTRX=4.02e-05   VVX=-3.95e+01   RAUTEFR=1.90e-03   RAUTEFS=5.47e-03   RQICRMIN=2.55e-07   RQICRMAX=2.30e-05   RQLCR=9.20e-04   TFVI=7.86e-02   TFVL=8.85e-02   RACCEF=8.24e-01   RRIMEF=1.49e+00   RAGGEF=1.08e+00   REVASX=7.09e-07   RREVASXCS=7.99e-01   RSWINHF_LIQ=8.39e-01   RSWINHF_ICE=9.13e-01   RLWINHF_LIQ=5.56e-01   RLWINHF_ICE=7.88e-01   
RKDN=4.71e-05   RKDX=8.17e-04   TENTR=9.54e-06   TENTRX=9.00e-05   VVX=-2.78e+01   RAUTEFR=1.63e-03   RAUTEFS=7.16e-04   RQICRMIN=2.91e-08   RQICRMAX=2.64e-05   RQLCR=3.44e-04   TFVI=1.25e-01   TFVL=1.05e-01   RACCEF=1.45e+00   RRIMEF=8.16e-01   RAGGEF=1.08e+00   REVASX=6.48e-07   RREVASXCS=9.43e-02   RSWINHF_LIQ=5.96e-01   RSWINHF_ICE=9.18e-01   RLWINHF_LIQ=7.42e-01   RLWINHF_ICE=6.08e-01   
RKDN=3.85e-05   RKDX=8.11e-04   TENTR=1.97e-05   TENTRX=1.34e-04   VVX=-4.66e+01   RAUTEFR=3.73e-03   RAUTEFS=4.19e-03   RQICRMIN=1.58e-07   RQICRMAX=2.50e-05   RQLCR=9.73e-04   TFVI=1.32e-01   TFVL=3.96e-02   RACCEF=1.01e+00   RRIMEF=1.94e+00   RAGGEF=8.15e-01   REVASX=4.80e-07   RREVASXCS=1.66e-01   RSWINHF_LIQ=9.98e-01   RSWINHF_ICE=7.30e-01   RLWINHF_LIQ=9.94e-01   RLWINHF_ICE=9.15e-01   
RKDN=3.02e-05   RKDX=3.93e-04   TENTR=1.08e-05   TENTRX=1.43e-04   VVX=-4.28e+01   RAUTEFR=4.89e-03   RAUTEFS=2.41e-03   RQICRMIN=2.98e-07   RQICRMAX=1.29e-05   RQLCR=1.56e-04   TFVI=1.84e-01   TFVL=1.60e-01   RACCEF=1.11e+00   RRIMEF=8.72e-01   RAGGEF=1.01e+00   REVASX=5.53e-07   RREVASXCS=2.19e-01   RSWINHF_LIQ=5.88e-01   RSWINHF_ICE=9.39e-01   RLWINHF_LIQ=5.67e-01   RLWINHF_ICE=5.80e-01   
RKDN=4.08e-05   RKDX=9.23e-04   TENTR=5.19e-06   TENTRX=1.15e-04   VVX=-2.58e+01   RAUTEFR=5.17e-03   RAUTEFS=3.32e-03   RQICRMIN=1.57e-07   RQICRMAX=1.41e-05   RQLCR=6.99e-04   TFVI=2.11e-02   TFVL=1.03e-02   RACCEF=9.21e-01   RRIMEF=1.19e+00   RAGGEF=7.23e-01   REVASX=4.49e-07   RREVASXCS=6.37e-01   RSWINHF_LIQ=5.17e-01   RSWINHF_ICE=8.62e-01   RLWINHF_LIQ=6.99e-01   RLWINHF_ICE=8.95e-01   
RKDN=4.13e-05   RKDX=8.86e-04   TENTR=1.22e-05   TENTRX=9.94e-05   VVX=-4.73e+01   RAUTEFR=3.39e-03   RAUTEFS=1.71e-03   RQICRMIN=2.31e-07   RQICRMAX=1.91e-05   RQLCR=3.97e-04   TFVI=1.09e-01   TFVL=4.37e-02   RACCEF=1.49e+00   RRIMEF=1.08e+00   RAGGEF=1.40e+00   REVASX=2.82e-07   RREVASXCS=3.20e-01   RSWINHF_LIQ=5.67e-01   RSWINHF_ICE=9.16e-01   RLWINHF_LIQ=9.78e-01   RLWINHF_ICE=9.38e-01   
RKDN=2.07e-05   RKDX=2.72e-04   TENTR=1.26e-05   TENTRX=1.46e-04   VVX=-2.12e+01   RAUTEFR=1.14e-03   RAUTEFS=5.02e-03   RQICRMIN=9.91e-08   RQICRMAX=4.35e-05   RQLCR=2.30e-04   TFVI=1.32e-01   TFVL=3.85e-02   RACCEF=6.55e-01   RRIMEF=9.05e-01   RAGGEF=3.54e-01   REVASX=7.18e-07   RREVASXCS=5.51e-01   RSWINHF_LIQ=5.34e-01   RSWINHF_ICE=5.57e-01   RLWINHF_LIQ=6.43e-01   RLWINHF_ICE=6.11e-01   
RKDN=2.21e-05   RKDX=8.52e-05   TENTR=1.74e-05   TENTRX=5.58e-05   VVX=-3.19e+01   RAUTEFR=2.18e-03   RAUTEFS=1.00e-03   RQICRMIN=2.02e-07   RQICRMAX=2.77e-05   RQLCR=6.32e-04   TFVI=1.97e-01   TFVL=6.28e-02   RACCEF=6.67e-01   RRIMEF=1.46e+00   RAGGEF=5.50e-01   REVASX=6.95e-07   RREVASXCS=4.92e-01   RSWINHF_LIQ=7.15e-01   RSWINHF_ICE=9.83e-01   RLWINHF_LIQ=5.78e-01   RLWINHF_ICE=5.61e-01   
RKDN=2.23e-05   RKDX=3.18e-04   TENTR=1.34e-05   TENTRX=8.09e-05   VVX=-3.13e+01   RAUTEFR=3.27e-03   RAUTEFS=5.01e-03   RQICRMIN=1.49e-07   RQICRMAX=3.90e-05   RQLCR=1.60e-04   TFVI=5.57e-02   TFVL=1.06e-01   RACCEF=1.07e+00   RRIMEF=1.77e+00   RAGGEF=3.34e-01   REVASX=6.04e-07   RREVASXCS=7.06e-01   RSWINHF_LIQ=7.08e-01   RSWINHF_ICE=7.45e-01   RLWINHF_LIQ=8.30e-01   RLWINHF_ICE=5.27e-01   
RKDN=4.62e-05   RKDX=5.65e-04   TENTR=8.15e-06   TENTRX=7.27e-05   VVX=-3.66e+01   RAUTEFR=1.12e-03   RAUTEFS=5.06e-03   RQICRMIN=2.58e-07   RQICRMAX=4.28e-05   RQLCR=1.44e-04   TFVI=1.29e-01   TFVL=1.49e-01   RACCEF=1.35e+00   RRIMEF=1.61e+00   RAGGEF=1.29e+00   REVASX=1.88e-08   RREVASXCS=4.84e-01   RSWINHF_LIQ=6.59e-01   RSWINHF_ICE=6.40e-01   RLWINHF_LIQ=5.76e-01   RLWINHF_ICE=5.28e-01   
RKDN=3.25e-05   RKDX=3.15e-04   TENTR=8.65e-06   TENTRX=1.36e-04   VVX=-4.05e+01   RAUTEFR=4.00e-03   RAUTEFS=1.05e-03   RQICRMIN=1.87e-07   RQICRMAX=3.42e-05   RQLCR=3.21e-04   TFVI=1.36e-02   TFVL=7.28e-02   RACCEF=6.62e-01   RRIMEF=9.21e-01   RAGGEF=9.93e-01   REVASX=5.60e-08   RREVASXCS=3.48e-01   RSWINHF_LIQ=8.65e-01   RSWINHF_ICE=6.09e-01   RLWINHF_LIQ=6.97e-01   RLWINHF_ICE=8.37e-01   
RKDN=4.26e-05   RKDX=8.77e-04   TENTR=1.07e-05   TENTRX=7.66e-05   VVX=-2.12e+01   RAUTEFR=5.53e-03   RAUTEFS=1.69e-03   RQICRMIN=8.79e-08   RQICRMAX=1.51e-05   RQLCR=4.31e-04   TFVI=3.50e-02   TFVL=1.76e-01   RACCEF=7.36e-01   RRIMEF=5.05e-01   RAGGEF=7.66e-01   REVASX=5.66e-07   RREVASXCS=2.36e-01   RSWINHF_LIQ=6.78e-01   RSWINHF_ICE=6.46e-01   RLWINHF_LIQ=8.00e-01   RLWINHF_ICE=7.67e-01   
RKDN=2.45e-05   RKDX=8.74e-04   TENTR=1.45e-05   TENTRX=1.41e-04   VVX=-4.16e+01   RAUTEFR=1.67e-03   RAUTEFS=1.85e-03   RQICRMIN=1.26e-07   RQICRMAX=1.43e-05   RQLCR=9.17e-04   TFVI=1.14e-01   TFVL=1.95e-01   RACCEF=1.12e+00   RRIMEF=9.36e-01   RAGGEF=6.00e-01   REVASX=9.16e-07   RREVASXCS=6.82e-01   RSWINHF_LIQ=9.68e-01   RSWINHF_ICE=7.87e-01   RLWINHF_LIQ=7.81e-01   RLWINHF_ICE=5.89e-01   
RKDN=3.58e-05   RKDX=8.53e-04   TENTR=4.45e-06   TENTRX=5.96e-05   VVX=-2.81e+01   RAUTEFR=4.95e-03   RAUTEFS=4.97e-03   RQICRMIN=2.15e-07   RQICRMAX=3.65e-05   RQLCR=3.04e-04   TFVI=1.71e-01   TFVL=1.56e-01   RACCEF=5.22e-01   RRIMEF=1.23e+00   RAGGEF=1.41e+00   REVASX=3.16e-08   RREVASXCS=1.15e-02   RSWINHF_LIQ=5.20e-01   RSWINHF_ICE=5.33e-01   RLWINHF_LIQ=5.09e-01   RLWINHF_ICE=8.01e-01   
RKDN=2.20e-05   RKDX=7.83e-04   TENTR=9.46e-06   TENTRX=1.46e-04   VVX=-2.44e+01   RAUTEFR=5.03e-03   RAUTEFS=2.58e-03   RQICRMIN=2.18e-07   RQICRMAX=2.41e-05   RQLCR=9.97e-05   TFVI=1.65e-01   TFVL=6.89e-02   RACCEF=1.03e+00   RRIMEF=1.34e+00   RAGGEF=4.18e-01   REVASX=3.55e-07   RREVASXCS=8.07e-01   RSWINHF_LIQ=8.02e-01   RSWINHF_ICE=8.25e-01   RLWINHF_LIQ=7.44e-01   RLWINHF_ICE=7.32e-01   
RKDN=4.16e-05   RKDX=3.56e-04   TENTR=1.45e-05   TENTRX=4.79e-05   VVX=-2.09e+01   RAUTEFR=2.62e-03   RAUTEFS=2.74e-03   RQICRMIN=1.74e-07   RQICRMAX=2.19e-05   RQLCR=6.67e-04   TFVI=5.03e-02   TFVL=1.51e-01   RACCEF=5.16e-01   RRIMEF=1.00e+00   RAGGEF=9.88e-01   REVASX=5.55e-07   RREVASXCS=2.25e-01   RSWINHF_LIQ=5.46e-01   RSWINHF_ICE=6.65e-01   RLWINHF_LIQ=6.78e-01   RLWINHF_ICE=6.57e-01   
